,Blog,Target
36,"Linked List are linear data structures where the elements are not stored in contiguous locations and every element is a separate object with a data part and address part. The elements are linked using pointers and addresses. Each element is known as a node. Due to the dynamicity and ease of insertions and deletions, they are preferred over the arrays. It also has few disadvantages like the nodes cannot be accessed directly instead we need to start from the head and follow through the link to reach to a node we wish to access.
To store the elements in a linked list we use a doubly linked list which provides a linear data structure and also used to inherit an abstract class and implement list and deque interfaces.In Java, LinkedList class implements the list interface. The LinkedList class also consists of various constructors and methods like other java collections.Constructors for Java LinkedList:                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java code for Linked List implementation  importjava.util.*;  publicclassTest {     publicstaticvoidmain(String args[])     {         // Creating object of class linked list         LinkedList<String> object = newLinkedList<String>();          // Adding elements to the linked list         object.add(""A"");         object.add(""B"");         object.addLast(""C"");         object.addFirst(""D"");         object.add(2, ""E"");         object.add(""F"");         object.add(""G"");         System.out.println(""Linked list : ""+ object);          // Removing elements from the linked list         object.remove(""B"");         object.remove(3);         object.removeFirst();         object.removeLast();         System.out.println(""Linked list after deletion: ""+ object);          // Finding elements in the linked list         booleanstatus = object.contains(""E"");          if(status)             System.out.println(""List contains the element 'E' "");         else            System.out.println(""List doesn't contain the element 'E'"");          // Number of elements in the linked list         intsize = object.size();         System.out.println(""Size of linked list = ""+ size);          // Get and set elements from linked list         Object element = object.get(2);         System.out.println(""Element returned by get() : ""+ element);         object.set(2, ""Y"");         System.out.println(""Linked list after change : ""+ object);     } } Methods for Java LinkedList: 
This article is contributed by Mehak Narang.
 
Please write comments if you find anything incorrect, or you want to share more information about the topic discussed aboveGeeksforGeeks has prepared a complete interview preparation course with premium videos, theory, practice problems, TA support and many more features. Please refer Placement 100 for details ",java
37,"Reflection is an API which is used to examine or modify the behavior of methods, classes, interfaces at runtime.
Reflection can be used to get information about –                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // A simple Java program to demonstrate the use of reflection importjava.lang.reflect.Method; importjava.lang.reflect.Field; importjava.lang.reflect.Constructor;  // class whose object is to be created classTest {     // creating a private field     privateString s;      // creating a public constructor     publicTest()  {  s = ""GeeksforGeeks""; }      // Creating a public method with no arguments     publicvoidmethod1()  {         System.out.println(""The string is ""+ s);     }      // Creating a public method with int as argument     publicvoidmethod2(intn)  {         System.out.println(""The number is ""+ n);     }      // creating a private method     privatevoidmethod3() {         System.out.println(""Private method invoked"");     } }  classDemo {     publicstaticvoidmain(String args[]) throwsException     {         // Creating object whose property is to be checked         Test obj = newTest();          // Creating class object from the object using         // getclass method         Class cls = obj.getClass();         System.out.println(""The name of class is ""+                             cls.getName());          // Getting the constructor of the class through the         // object of the class         Constructor constructor = cls.getConstructor();         System.out.println(""The name of constructor is ""+                             constructor.getName());          System.out.println(""The public methods of class are : "");          // Getting methods of the class through the object         // of the class by using getMethods         Method[] methods = cls.getMethods();          // Printing method names         for(Method method:methods)             System.out.println(method.getName());          // creates object of desired method by providing the         // method name and parameter class as arguments to         // the getDeclaredMethod         Method methodcall1 = cls.getDeclaredMethod(""method2"",                                                  int.class);          // invokes the method at runtime         methodcall1.invoke(obj, 19);          // creates object of the desired field by providing         // the name of field as argument to the          // getDeclaredField method         Field field = cls.getDeclaredField(""s"");          // allows the object to access the field irrespective         // of the access specifier used with the field         field.setAccessible(true);          // takes object and the new value to be assigned         // to the field as arguments         field.set(obj, ""JAVA"");          // Creates object of desired method by providing the         // method name as argument to the getDeclaredMethod         Method methodcall2 = cls.getDeclaredMethod(""method1"");          // invokes the method at runtime         methodcall2.invoke(obj);          // Creates object of the desired method by providing         // the name of method as argument to the          // getDeclaredMethod method         Method methodcall3 = cls.getDeclaredMethod(""method3"");          // allows the object to access the method irrespective          // of the access specifier used with the method         methodcall3.setAccessible(true);          // invokes the method at runtime         methodcall3.invoke(obj);     } } Output :Important observations : invoke() :  To invoke a method of the class at runtime we use following method–Class.getDeclaredField(FieldName) :  Used to get the private field.  Returns an object of type Field for specified field name.
Field.setAccessible(true) :   Allows to access the field irrespective of the access modifier used with the field.  Advantages of Using Reflection: Drawbacks:
Reference:
https://docs.oracle.com/javase/tutorial/reflect/index.htmlThis article is contributed by Akash Ojha.If you like GeeksforGeeks and would like to contribute, you can also write an article and mail your article to contribute@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above.GeeksforGeeks has prepared a complete interview preparation course with premium videos, theory, practice problems, TA support and many more features. Please refer Placement 100 for details ",java
38,"Encapsulation is defined as the wrapping up of data under a single unit. It is the mechanism that binds together code and the data it manipulates.Other way to think about encapsulation is, it is a protective shield that prevents the data from being accessed by the code outside this shield.                                     edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java program to demonstrate encapsulation publicclassEncapsulate {     // private variables declared      // these can only be accessed by      // public methods of class     privateString geekName;     privateintgeekRoll;     privateintgeekAge;      // get method for age to access      // private variable geekAge     publicintgetAge()      {       returngeekAge;     }       // get method for name to access      // private variable geekName     publicString getName()      {       returngeekName;     }          // get method for roll to access      // private variable geekRoll     publicintgetRoll()      {        returngeekRoll;     }       // set method for age to access      // private variable geekage     publicvoidsetAge( intnewAge)     {       geekAge = newAge;     }       // set method for name to access      // private variable geekName     publicvoidsetName(String newName)     {       geekName = newName;     }          // set method for roll to access      // private variable geekRoll     publicvoidsetRoll( intnewRoll)      {       geekRoll = newRoll;     } } In the above program the class EncapsulateDemo is encapsulated as the variables are declared as private. The get methods like getAge() , getName() , getRoll() are set as public, these methods are used to access these variables. The setter methods like setName(), setAge(), setRoll() are also declared as public and are used to set the values of the variables.The program to access variables of the class EncapsulateDemo is shown below:                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                publicclassTestEncapsulation {         publicstaticvoidmain (String[] args)      {         Encapsulate obj = newEncapsulate();                  // setting values of the variables          obj.setName(""Harsh"");         obj.setAge(19);         obj.setRoll(51);                  // Displaying values of the variables         System.out.println(""Geek's name: ""+ obj.getName());         System.out.println(""Geek's age: ""+ obj.getAge());         System.out.println(""Geek's roll: ""+ obj.getRoll());                  // Direct access of geekRoll is not possible         // due to encapsulation         // System.out.println(""Geek's roll: "" + obj.geekName);             } } Output:Advantages of Encapsulation:This article is contributed by Harsh Agarwal. If you like GeeksforGeeks and would like to contribute, you can also write an article using contribute.geeksforgeeks.org or mail your article to contribute@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above.GeeksforGeeks has prepared a complete interview preparation course with premium videos, theory, practice problems, TA support and many more features. Please refer Placement 100 for details ",java
39,"JSON (JavaScript Object Notation) is a lightweight, text-based, language-independent data exchange format that is easy for humans and machines to read and write. JSON can represent two structured types: objects and arrays. An object is an unordered collection of zero or more name/value pairs. An array is an ordered sequence of zero or more values. The values can be strings, numbers, booleans, null, and these two structured types.Below is a simple example from Wikipedia that shows JSON representation of an object that describes a person. The object has string values for first name and last name, a number value for age, an object value representing the person’s address, and an array value of phone number objects.JSON Processing in Java : The Java API for JSON Processing JSON.simple is a simple Java library that allow parse, generate, transform, and query JSON.Getting Started : You need to download the  json-simple-1.1 jar and put it in your CLASSPATH before compiling and running the below example codes. Json-Simple API : It provides object models for JSON object and array structures. These JSON structures are represented as object models using types JSONObject and JSONArray. JSONObject provides a Map view to access the unordered collection of zero or more name/value pairs from the model. Similarly, JSONArray provides a List view to access the ordered sequence of zero or more values from the model.Write JSON to a fileLet us see an example that writes above JSON data into a file “JSONExample.json”, with help of JSONObject and JSONArray.                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java program for write JSON to a file  importjava.io.FileNotFoundException; importjava.io.PrintWriter; importjava.util.LinkedHashMap; importjava.util.Map; importorg.json.simple.JSONArray; importorg.json.simple.JSONObject;  publicclassJSONWriteExample {     publicstaticvoidmain(String[] args) throwsFileNotFoundException      {         // creating JSONObject         JSONObject jo = newJSONObject();                  // putting data to JSONObject         jo.put(""firstName"", ""John"");         jo.put(""lastName"", ""Smith"");         jo.put(""age"", 25);                  // for address data, first create LinkedHashMap         Map m = newLinkedHashMap(4);         m.put(""streetAddress"", ""21 2nd Street"");         m.put(""city"", ""New York"");         m.put(""state"", ""NY"");         m.put(""postalCode"", 10021);                  // putting address to JSONObject         jo.put(""address"", m);                  // for phone numbers, first create JSONArray          JSONArray ja = newJSONArray();                  m = newLinkedHashMap(2);         m.put(""type"", ""home"");         m.put(""number"", ""212 555-1234"");                  // adding map to list         ja.add(m);                  m = newLinkedHashMap(2);         m.put(""type"", ""fax"");         m.put(""number"", ""212 555-1234"");                  // adding map to list         ja.add(m);                  // putting phoneNumbers to JSONObject         jo.put(""phoneNumbers"", ja);                  // writing JSON to file:""JSONExample.json"" in cwd         PrintWriter pw = newPrintWriter(""JSONExample.json"");         pw.write(jo.toJSONString());                  pw.flush();         pw.close();     } } Output from file “JSONExample.json” :Note : In JSON, An object is an unordered set of name/value pairs, so JSONObject doesn’t preserve the order of an object’s name/value pairs, since it is (by definition) not significant. Hence in our output file, order is not preserved.Read JSON from a file Let us see an example that read JSON data from above created file “JSONExample.json” with help of JSONParser, JSONObject and JSONArray.                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java program to read JSON from a file  importjava.io.FileReader; importjava.util.Iterator; importjava.util.Map;  importorg.json.simple.JSONArray; importorg.json.simple.JSONObject; importorg.json.simple.parser.*;  publicclassJSONReadExample  {     publicstaticvoidmain(String[] args) throwsException      {         // parsing file ""JSONExample.json""         Object obj = newJSONParser().parse(newFileReader(""JSONExample.json""));                  // typecasting obj to JSONObject         JSONObject jo = (JSONObject) obj;                  // getting firstName and lastName         String firstName = (String) jo.get(""firstName"");         String lastName = (String) jo.get(""lastName"");                  System.out.println(firstName);         System.out.println(lastName);                  // getting age         longage = (long) jo.get(""age"");         System.out.println(age);                  // getting address         Map address = ((Map)jo.get(""address""));                  // iterating address Map         Iterator<Map.Entry> itr1 = address.entrySet().iterator();         while(itr1.hasNext()) {             Map.Entry pair = itr1.next();             System.out.println(pair.getKey() + "" : ""+ pair.getValue());         }                  // getting phoneNumbers         JSONArray ja = (JSONArray) jo.get(""phoneNumbers"");                  // iterating phoneNumbers         Iterator itr2 = ja.iterator();                  while(itr2.hasNext())          {             itr1 = ((Map) itr2.next()).entrySet().iterator();             while(itr1.hasNext()) {                 Map.Entry pair = itr1.next();                 System.out.println(pair.getKey() + "" : ""+ pair.getValue());             }         }     } } Output:This article is contributed by Gaurav Miglani. If you like GeeksforGeeks and would like to contribute, you can also write an article using contribute.geeksforgeeks.org or mail your article to contribute@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above.GeeksforGeeks has prepared a complete interview preparation course with premium videos, theory, practice problems, TA support and many more features. Please refer Placement 100 for details ",java
40,"Sometimes in Competitive programming, it is essential to print the output in a given specified format. Most users are familiar with printf function in C. Let us see discuss how we can format the output in Java:                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // A Java program to demonstrate working of printf() in Java classJavaFormatter1 {   publicstaticvoidmain(String args[])   {     intx = 100;     System.out.printf(""Printing simple integer: x = %d\n"", x);      // this will print it upto 2 decimal places     System.out.printf(""Formatted with precison: PI = %.2f\n"", Math.PI);      floatn = 5.2f;      // automatically appends zero to the rightmost part of decimal     System.out.printf(""Formatted to specific width: n = %.4f\n"", n);      n = 2324435.3f;      // here number is formatted from right margin and occupies a     // width of 20 characters     System.out.printf(""Formatted to right margin: n = %20.4f\n"", n);   } } System.out.format() is equivalent to printf() and can also be used. 
                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java program to demonstrate working of DecimalFormat importjava.text.DecimalFormat;  classJavaFormatter2 {   publicstaticvoidmain(String args[])   {     doublenum = 123.4567;      // prints only numeric part of a floating number     DecimalFormat ft = newDecimalFormat(""####"");     System.out.println(""Without fraction part: num = ""+ ft.format(num));      // this will print it upto 2 decimal places     ft = newDecimalFormat(""#.##"");     System.out.println(""Formatted to Give precison: num = ""+ ft.format(num));      // automatically appends zero to the rightmost part of decimal     // instead of #,we use digit 0     ft = newDecimalFormat(""#.000000"");     System.out.println(""appended zeroes to right: num = ""+ ft.format(num));      // automatically appends zero to the leftmost of decimal number     // instead of #,we use digit 0     ft = newDecimalFormat(""00000.00"");     System.out.println(""formatting Numeric part : num = ""+ft.format(num));      // formatting money in dollars     doubleincome = 23456.789;     ft = newDecimalFormat(""$###,###.##"");     System.out.println(""your Formatted Dream Income : ""+ ft.format(income));   } }                                     edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java program to demonstrate working of SimpleDateFormat importjava.text.ParseException; importjava.text.SimpleDateFormat; importjava.util.Date;  classFormatter3 {   publicstaticvoidmain(String args[]) throwsParseException   {     // Formatting as per given pattern in the argument     SimpleDateFormat ft = newSimpleDateFormat(""dd-MM-yyyy"");     String str = ft.format(newDate());     System.out.println(""Formatted Date : ""+ str);      // parsing a given String     str = ""02/18/1995"";     ft = newSimpleDateFormat(""MM/dd/yyyy"");     Date date = ft.parse(str);      // this will print the date as per parsed string     System.out.println(""Parsed Date : ""+ date);   } } References:
https://docs.oracle.com/javase/tutorial/essential/io/formatting.html
        https://docs.oracle.com/javase/tutorial/java/data/numberformat.html
        http://docs.oracle.com/javase/6/docs/api/java/text/SimpleDateFormat.htmlThis article is contributed by Pankaj Kumar. If you like GeeksforGeeks and would like to contribute, you can also write an article using contribute.geeksforgeeks.org or mail your article to contribute@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above.",java
41,"The AbstractList class in Java is a part of the Java Collection Framework and implements the Collection interface and the AbstractCollection class. It is used to implement an unmodifiable list, for which one needs to only extend this AbstractList Class and implement only the get() and the size() methods.Class Hierarchy:Syntax:Constructors in Java AbstractList:Below is the sample program to illustrate AbstractList in Java:                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java code to illustrate AbstractList  importjava.util.*;  publicclassAbstractListDemo {     publicstaticvoidmain(String args[])     {          // Creating an empty AbstractList         AbstractList<String> list = newLinkedList<String>();          // Use add() method to add elements in the list         list.add(""Geeks"");         list.add(""for"");         list.add(""Geeks"");         list.add(""10"");         list.add(""20"");          // Displaying the AbstractList         System.out.println(""AbstractList:""+ list);     } } Methods in Java AbstractList:Example:                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java code to illustrate // methods of AbstractCollection  importjava.util.*;  publicclassAbstractListDemo {     publicstaticvoidmain(String args[])     {          // Creating an empty AbstractList         AbstractList<String>             list = newLinkedList<String>();          // Using add() method to add elements in the list         list.add(""Geeks"");         list.add(""for"");         list.add(""Geeks"");         list.add(""10"");         list.add(""20"");          // Output the list         System.out.println(""AbstractList: ""+ list);          // Remove the head using remove()         list.remove(3);          // Print the final list         System.out.println(""Final AbstractList: ""+ list);          // getting the index of last occurence         // using lastIndexOf() method         intlastindex = list.lastIndexOf(""A"");          // printing the Index         System.out.println(""Last index of A : ""                           + lastindex);     } } Reference: https://docs.oracle.com/javase/7/docs/api/java/util/AbstractList.htmlGeeksforGeeks has prepared a complete interview preparation course with premium videos, theory, practice problems, TA support and many more features. Please refer Placement 100 for details If you like GeeksforGeeks and would like to contribute, you can also write an article using contribute.geeksforgeeks.org or mail your article to contribute@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please Improve this article if you find anything incorrect by clicking on  the ""Improve Article"" button below.",java
42,"Given a stream containing some elements, the task is to find the duplicate elements in this stream in Java.Examples:
Input: Stream = {5, 13, 4, 21, 13, 27, 2, 59, 59, 34}
Output: [59, 13]
Explanation:
The only duplicate elements in the given stream are 59 and 13.Input: Stream = {5, 13, 4, 21, 27, 2, 59, 34}
Output: []
Explanation:
There are no duplicate elements in the given stream, hence the output is empty.
There are many methods to find duplicate elements in a Stream:Approach:Below is the implementation of the above approach:Example:                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java program to find the duplicate // elements in a Stream using Set  importjava.util.*; importjava.util.stream.*;  publicclassGfG {      // Function to find the     // duplicates in a Stream     publicstatic<T> Set<T>     findDuplicateInStream(Stream<T> stream)     {          // Set to store the duplicate elements         Set<T> items = newHashSet<>();          // Return the set of duplicate elements         returnstream              // Set.add() returns false             // if the element was             // already present in the set.             // Hence filter such elements             .filter(n -> !items.add(n))              // Collect duplicate elements             // in the set             .collect(Collectors.toSet());     }      // Driver code     publicstaticvoidmain(String[] args)     {          // Initial stream         Stream<Integer> stream             = Stream.of(5, 13, 4,                         21, 13, 27,                         2, 59, 59, 34);          // Print the found duplicate elements         System.out.println(             findDuplicateInStream(stream));     } } Approach:Below is the implementation of the above approach:Example:                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java program to find the duplicate // elements in a Stream using Collectors.groupingBy()  importjava.util.*; importjava.util.stream.*; importjava.util.function.Function;  publicclassGfG {      // Function to find the     // duplicates in a Stream     publicstatic<T> Set<T>     findDuplicateInStream(Stream<T> stream)     {          // Return the set of duplicate elements         returnstream              // Group the elements along             // with their frequency in a map             .collect(                 Collectors.groupingBy(                     Function.identity(),                     Collectors.counting()))              // Convert this map into a stream             .entrySet()             .stream()              // Check if frequency > 1             // for duplicate elements             .filter(m -> m.getValue() > 1)              // Find such elements             .map(Map.Entry::getKey)              // And Collect them in a Set             .collect(Collectors.toSet());     }      // Driver code     publicstaticvoidmain(String[] args)     {          // Initial stream         Stream<Integer> stream             = Stream.of(5, 13, 4,                         21, 13, 27,                         2, 59, 59, 34);          // Print the found duplicate elements         System.out.println(             findDuplicateInStream(stream));     } } Approach:Below is the implementation of the above approach:Example:                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java program to find the duplicate // elements in a Stream // using Collections.frequency()  importjava.util.*; importjava.util.stream.*;  publicclassGfG {      // Function to find the     // duplicates in a Stream     publicstatic<T> Set<T>     findDuplicateInStream(List<T> list)     {         // Return the set of duplicate elements         return             // Get the stream from the list             list.stream()                  // Count the frequency of each element                 // and filter the elements                 // with frequency > 1                 .filter(i -> Collections.frequency(list, i) > 1)                  // And Collect them in a Set                 .collect(Collectors.toSet());     }      // Driver code     publicstaticvoidmain(String[] args)     {          // Initial stream         List<Integer> list             = Arrays.asList(5, 13, 4,                             21, 13, 27,                             2, 59, 59, 34);          // Print the found duplicate elements         System.out.println(             findDuplicateInStream(list));     } } GeeksforGeeks has prepared a complete interview preparation course with premium videos, theory, practice problems, TA support and many more features. Please refer Placement 100 for details If you like GeeksforGeeks and would like to contribute, you can also write an article using contribute.geeksforgeeks.org or mail your article to contribute@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please Improve this article if you find anything incorrect by clicking on  the ""Improve Article"" button below.",java
43,"Given a TreeMap, the task is to iterate this TreeMap in Java.The TreeMap in Java is used to implement Map interface and NavigableMap along with the Abstract Class. We cannot iterate a TreeMap directly using iterators, because TreeMap is not a Collection.So we will have to use TreeMap.entrySet() method. This method returns a collection-view(Set<Map.Entry>) of the mappings contained in this treemap. So we can iterate over key-value pair using getKey() and getValue() methods of Map.Entry. This method is most common and should be used if you need both map keys and values in the loop. Below is the Java program to demonstrate it.                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java program to iterate over a TreeMap  importjava.util.Map; importjava.util.TreeMap;  classIterationDemo {     publicstaticvoidmain(String[] arg)     {         Map<String, String> gfg             = newTreeMap<String, String>();          // enter name/url pair         gfg.put(""GFG"", ""geeksforgeeks.org"");         gfg.put(""Practice"", ""practice.geeksforgeeks.org"");         gfg.put(""Code"", ""code.geeksforgeeks.org"");         gfg.put(""Quiz"", ""quiz.geeksforgeeks.org"");          // using for-each loop for         // iteration over TreeMap.entrySet()         for(Map.Entry<String, String>                  entry : gfg.entrySet())             System.out.println(                 ""[""+ entry.getKey()                 + "", ""+ entry.getValue() + ""]"");     } } GeeksforGeeks has prepared a complete interview preparation course with premium videos, theory, practice problems, TA support and many more features. Please refer Placement 100 for details If you like GeeksforGeeks and would like to contribute, you can also write an article using contribute.geeksforgeeks.org or mail your article to contribute@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please Improve this article if you find anything incorrect by clicking on  the ""Improve Article"" button below.",java
44,"The meaning of platform-independent is that the java compiled code(byte code) can run on all operating systems.
A program is written in a language that is a human-readable language. It may contain words, phrases, etc which the machine does not understand. For the source code to be understood by the machine, it needs to be in a language understood by machines, typically a machine-level language. So, here comes the role of a compiler. The compiler converts the high-level language (human language) into a format understood by the machines. Therefore, a compiler is a program that translates the source code for another program from a programming language into executable code.
This executable code may be a sequence of machine instructions that can be executed by the CPU directly, or it may be an intermediate representation that is interpreted by a virtual machine. This intermediate representation in Java is the Java Byte Code. Step by step Execution of Java Program: .
 
In case of C or C++ (language that are not platform independent), the compiler generates an .exe file which is OS dependent. When we try to run this .exe file on another OS it does not run, since it is OS dependent and hence is not compatible with the other OS.Java is platform-independent but JVM is platform dependentIn Java, the main point here is that the JVM depends on the operating system – so if you are running Mac OS X you will have a different JVM than if you are running Windows or some other operating system. This fact can be verified by trying to download the JVM for your particular machine – when trying to download it, you will be given a list of JVMs corresponding to different operating systems, and you will obviously pick whichever JVM is targeted for the operating system that you are running. So we can conclude that JVM is platform-dependent and it is the reason why Java is able to become “Platform Independent”.
Important Points: This article is contributed by Sania Parween. If you like GeeksforGeeks and would like to contribute, you can also write an article using contribute.geeksforgeeks.org or mail your article to contribute@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above.GeeksforGeeks has prepared a complete interview preparation course with premium videos, theory, practice problems, TA support and many more features. Please refer Placement 100 for details ",java
45,"Java provides a rich set of modifiers. They are used to control access mechanism and also provide information about class functionalities to JVM. They are divided into two categories : –How they work?public: When a member of a class is modified by public, then that member can be accessed by any other code.
private: When a member of a class is specified as private, then that member can only be accessed by other members of its class.
Now you can understand why main( ) has always been preceded by the public modifier. It is called by code that is outside the program—that is, by the Java run-time system. When no access modifier is used, then by default the member of a class is public within its own package, but cannot be accessed outside of its package. protected applies only when inheritance is involved.Detailed article : Access Modifiers in JavaThis article is contributed by Gaurav Miglani. If you like GeeksforGeeks and would like to contribute, you can also write an article using contribute.geeksforgeeks.org or mail your article to contribute@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above.GeeksforGeeks has prepared a complete interview preparation course with premium videos, theory, practice problems, TA support and many more features. Please refer Placement 100 for details ",java
46,"Function Currying is a concept of breaking a function with many arguments into many functions with single argument in such a way, that the output is same. In other words, its a technique of simplifying a multi-valued argument function into single-valued argument multi-functions.Consider the example to clear the concept: Currying breaks down higher order functions into a series of smaller cascaded functions which take in one argument and return a function except for the last cascaded function which returns the desired value.For example:Let there be a function which maps as
Currying the above function will produce
Thus  maps from  to a function which in turn maps from  to 
The above mathematical expression can also be represented as:
Hence, Below are some examples in Java to demonstrate Function Currying:Example 1: Adding 2 numbers using Function Currying                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java Program to demonstrate Function Currying  importjava.util.function.Function;  publicclassGFG {     publicstaticvoidmain(String args[])     {          // Using Java 8 Functions         // to create lambda expressions for functions         // and with this, applying Function Currying          // Curried Function for Adding u & v         Function<Integer,                  Function<Integer, Integer> >             curryAdder = u -> v -> u + v;          // Calling the curried functions          // Calling Curried Function for Adding u & v         System.out.println(""Add 2, 3 :""                           + curryAdder                                  .apply(2)                                  .apply(3));          } } Example 2: Multiplying 2 numbers using Function Currying                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java Program to demonstrate Function Currying  importjava.util.function.Function;  publicclassGFG {     publicstaticvoidmain(String args[])     {          // Using Java 8 Functions         // to create lambda expressions for functions         // and with this, applying Function Currying          // Curried Function for Multiplying u & v         Function<Integer,                  Function<Integer, Integer> >             curryMulti = u -> v -> u * v;          // Calling the curried functions                 // Calling Curried Function for Multiplying u & v         System.out.println(""Multiply 2, 3 :""                           + curryMulti                                  .apply(2)                                  .apply(3));     } } Example 3: Adding 3 numbers using Function Currying                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java Program to demonstrate Function Currying  importjava.util.function.Function;  publicclassGFG {     publicstaticvoidmain(String args[])     {          // Using Java 8 Functions         // to create lambda expressions for functions         // and with this, applying Function Currying          // Curried Function for Adding u, v & w         Function<Integer,                  Function<Integer,                           Function<Integer, Integer> > >             triadder = u -> w -> v -> u + w + v;          // Calling the curried functions          // Calling Curried Function for Adding u, v & w         System.out.println(""Add 2, 3, 4 :""                           + triadder                                  .apply(2)                                  .apply(3)                                  .apply(4));     } } GeeksforGeeks has prepared a complete interview preparation course with premium videos, theory, practice problems, TA support and many more features. Please refer Placement 100 for details If you like GeeksforGeeks and would like to contribute, you can also write an article using contribute.geeksforgeeks.org or mail your article to contribute@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please Improve this article if you find anything incorrect by clicking on  the ""Improve Article"" button below.",java
